store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),update_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
486764243726438964,7,3,18,53,6,36
8387075491652604466,59,0,0,1,0,0
1864167637150306870,57,19,82,3,4,56
3200637152113070647,49,0,0,11,15,84
7272272039533023798,51,0,0,9,0,0
7979171335980225080,48,0,0,12,0,0
7972162508641800761,48,0,0,12,13,78
4923297594195808827,18,0,2,42,12,74
460731081287471682,10,0,5,50,14,79
7116369031309234753,57,19,83,3,4,55
1550203968025891397,5,5,44,55,2,30
5804979589154214468,1,23,106,59,0,32
5113265575633949252,9,8,33,51,6,51
3851089248898126404,5,3,33,55,4,57
4090335582552494661,59,20,83,1,3,55
1589360123644940874,13,0,0,47,0,0
7435673831034556995,7,1,11,53,5,25
2113681152973541964,9,0,0,51,0,0
1492199578433950281,25,0,1,35,23,48
5498262294787134031,53,9,38,7,6,52
1876853883705365076,6,8,41,54,2,32
4272645427209802326,47,11,49,13,6,52
7181144904544260692,7,0,2,53,11,64
6672358313930068568,54,0,0,6,2,31
4957109032670368344,12,7,30,48,1,18
578382060977164892,11,9,35,49,5,48
881974164067848799,3,4,30,57,6,56
135451686603330143,58,0,0,2,0,0
1812440283686244959,51,6,24,9,9,57
1832931292863730276,3,6,25,57,6,47
1501417444674966120,11,7,31,49,16,107
3969181628165165679,8,8,41,52,7,49
5944616842428551797,57,0,0,3,12,74
1492798700578869881,59,5,25,1,7,49
1090423191169208954,7,4,36,53,7,42
8756957520812511864,32,6,40,28,6,43
4499381040676409980,57,9,48,3,14,90
2983667178679243388,52,0,0,8,2,12
6315264214533706365,9,9,40,51,6,50
2495572868524479102,53,0,0,7,1,6
4272577085626290818,32,6,29,28,6,43
3994429458094985874,53,0,2,7,10,58
2847403169862292114,57,0,0,3,11,66
3181898990960972439,59,0,2,1,9,66
3435973943215985303,59,10,46,1,5,44
7536092008719192726,11,0,9,49,11,71
2246615958313702041,0,0,0,60,23,138
6365336558530007705,52,0,0,8,12,71
5636741385517666975,53,4,27,7,0,34
645938864842085025,10,4,22,50,6,39
6413779336252887718,5,5,22,55,7,50
7550771826605888166,11,5,27,49,6,34
7933815558485447335,10,5,27,50,6,39
507804319554376363,42,0,0,18,0,0
1627693942699070127,2,19,82,58,4,56
3254165326605521586,6,1,23,54,12,55
6981495624066634417,9,20,83,51,3,55
196776374386234036,12,20,84,48,3,54
6702297233205695156,58,7,39,2,5,44
7151575294756754100,10,8,26,50,6,32
6681641672448643769,47,0,0,13,23,138
8025825726891135677,59,19,83,1,4,55
6288887656375521983,5,19,82,55,4,56
3624728395230614209,25,8,19,35,6,37
7255960313198842562,59,19,82,1,4,56
8447925108740952771,11,13,50,49,6,56
2892878649113252550,8,15,65,52,8,73
4519847343605813957,31,0,0,29,0,0
4825509336555754182,56,0,0,4,23,138
8263181686057996994,56,0,0,4,7,41
6482759180346823365,51,0,0,9,23,138
993882694929814221,8,4,24,52,6,37
597170428245480144,12,0,9,48,11,69
5188958697694597839,46,3,23,14,5,25
5686886588859060943,4,6,25,56,6,49
2993668851137155800,30,6,18,30,2,16
6967370440715735767,7,19,82,53,0,32
1216207425118737115,0,0,0,60,0,0
6085053306034262747,55,0,0,5,15,90
6324195828355076828,9,0,0,51,0,0
1553648756624102112,25,0,2,35,1,18
6231155138706641630,12,19,83,48,4,55
5400810281617691359,58,0,0,2,14,83
8156739798837793507,11,5,25,49,3,23
3682266459624248038,48,0,0,12,10,60
135982805079134958,59,0,0,1,23,138
8117247589549708019,8,15,68,52,0,22
644739221751599866,59,0,0,1,0,0
643859226602476283,55,11,49,5,6,53
8798916928483889913,56,7,53,4,6,45
6465156743093850873,56,0,0,4,23,138
8185193707264316160,7,14,58,53,0,26
8221455393357959939,2,20,84,58,3,54
695574241089458954,6,0,0,54,0,0
8204802052972909326,7,5,46,53,6,44
7062408332581606161,59,4,20,1,0,4
998878854319706901,1,1,5,59,0,1
8965206594628948757,49,0,0,11,0,0
8302796615723291415,57,20,83,3,3,55
6712226746442879768,58,2,52,2,21,86
911966912401052455,8,23,106,52,0,32
8728432988415857445,1,4,22,59,0,4
4176035718303617838,12,18,81,48,5,57
8058877019051397933,8,0,0,52,0,0
8920127518775186224,12,4,26,48,3,32
8036445212509377331,56,5,18,4,2,32
4511899385475207994,8,19,83,52,4,55
5122159089165898554,12,17,44,48,6,43
9021704785002140475,3,21,43,57,2,39
7485668601594155846,54,4,27,6,0,34
2548669679077593931,9,0,2,51,0,27
7212727908964340554,8,6,30,52,0,6
2746426715779371861,8,7,35,52,4,27
3148015307201778517,58,10,47,2,6,49
5354543550749512537,9,19,82,51,4,56
7898009483253486425,9,4,23,51,6,37
1407008972156834653,8,15,68,52,0,22
3527161544471352155,3,8,42,57,5,36
8525054639563215712,11,10,44,49,6,52
8006353738646852451,6,0,0,54,0,0
2874603265098716005,11,8,43,49,5,35
8613974872256058220,12,0,0,48,0,0
1049982020610429807,12,0,0,48,0,0
9073210789862839152,9,11,49,51,6,53
5456822951155536758,57,0,0,3,15,98
4378492065940312953,10,6,18,50,2,16
1763214418271605628,51,0,3,9,11,67
587429804882957181,58,19,81,2,4,57
785602205345321857,54,0,9,6,1,107
1030520037427647364,4,5,35,56,6,45
4109657095309693828,52,0,0,8,0,0
3943479161449354119,1,6,34,59,5,34
8895003040294409096,1,19,82,59,4,56
8167861777770124168,1,8,17,59,6,38
3010726748528874380,58,0,0,2,23,138
194982952493716367,47,0,0,13,23,138
4589960830690825106,49,0,0,11,10,88
5347190332832093080,0,0,0,60,23,138
6756284528912929690,2,0,0,58,0,0
535507524344255388,5,6,34,55,5,28
8968296370607002521,9,19,54,51,4,84
6785999827650253725,59,9,27,1,5,31
2665916158676931486,0,0,0,60,0,0
1476954892081861537,8,7,32,52,2,19
3990380143933559712,54,0,0,6,13,78
868027109837050787,1,0,0,59,0,0
3453930065371370409,6,8,43,54,5,35
3092927563142206378,0,0,0,60,2,12
1530526743742223275,57,20,83,3,3,55
984760258065503152,8,5,28,52,6,40
2222306727126832049,9,6,33,51,7,57
534521997142397873,49,0,0,11,23,138
1935227182459261880,51,1,10,9,9,63
6363503390489777089,56,0,0,4,0,0
5799009268216304578,10,8,35,50,6,47
8088339101039039426,8,0,0,52,0,0
422287243221341125,49,0,0,11,11,68
7193995861230064581,11,0,0,49,0,0
191562357790381001,6,8,42,54,5,32
620881390219367370,48,0,2,12,10,62
4756884713522533325,8,0,0,52,0,0
6880038610170188750,56,7,32,4,6,48
3602624699088147408,7,12,51,53,6,57
1818840863315629010,52,0,4,8,14,89
1693446895821591507,3,0,0,57,0,0
4302615670583301079,12,20,83,48,3,55
5815131222714029015,4,5,23,56,6,43
1563037503390946266,59,4,22,1,7,46
7955897182252536792,7,7,32,53,2,19
3909735247992591325,8,23,96,52,0,42
5664476668590101469,5,0,0,55,0,0
5899508478865183713,52,0,0,8,13,47
2582588152130507751,49,0,8,11,10,65
4845598456063235048,12,0,0,48,1,20
6001288836701426664,53,1,12,7,12,47
5029354369263440872,50,0,0,10,23,138
3405484145087615980,47,0,9,13,23,107
2071168386018579440,11,0,0,49,0,0
1732264475484165105,11,15,68,49,0,22
8333547700952437743,5,4,22,55,0,4
6072571022273582065,46,0,0,14,23,138
4411773601118000118,9,0,0,51,0,0
4499431744177738744,12,19,82,48,4,56
932490204728169468,51,0,3,9,3,19
492634971610977278,51,0,0,9,15,90
2798686191638942721,12,1,1,48,0,5
770136942451201027,54,0,0,6,14,84
3351458694112711685,9,19,83,51,4,55
2927145846937588743,1,9,36,59,6,45
3038353444638364679,51,0,0,9,23,138
5197083146746270726,52,0,0,8,23,138
5401686844984988685,9,0,2,51,0,27
3523433176780968977,11,6,25,49,1,17
2325017328705377297,0,0,0,60,23,138
5311697439837459477,10,5,27,50,6,39
4526862862144214038,10,19,82,50,4,56
7542993993133069333,52,0,0,8,16,96
2343002123616261145,9,2,10,51,0,2
8775179075535049751,56,6,18,4,2,16
7372814802779280407,5,6,28,55,0,8
8238845516718412825,0,19,83,60,4,55
4159465907457430553,52,0,2,8,12,69
1982331733802357791,9,19,82,51,4,56
2811744046607504419,1,19,82,59,4,56
8032203943642240039,11,0,0,49,0,0
6378020571546194985,6,3,19,54,1,42
9057426267913393193,9,23,106,51,0,32
273630551366702124,47,0,0,13,23,138
4237730780136969262,5,11,36,55,6,36
5839921794206077998,11,0,0,49,0,0
7776801514628453420,49,0,0,11,0,14
5596167135534126130,0,8,43,60,5,35
5210587792228455479,2,19,83,58,4,55
5666591683207730235,8,3,18,52,6,40
200183483618661437,59,0,0,1,23,138
2778791959950038080,11,5,26,49,6,30
3564435694749127745,7,11,35,53,6,37
2270781978737349701,2,7,30,58,1,33
5221677496416375879,52,0,2,8,11,66
5258341821703590986,7,12,51,53,6,57
1651926743556396112,10,8,42,50,8,54
4535087828585223247,8,23,106,52,0,32
2937297056410899541,11,0,0,49,0,0
8935364959485793363,10,8,41,50,6,36
4942221165073011798,49,0,0,11,23,138
2950853074842260567,59,0,0,1,13,78
6961924354730234972,57,1,10,3,22,128
3406213355646882913,53,0,0,7,23,115
6577684588206003302,3,2,30,57,6,48
7747953514382103653,48,0,2,12,10,58
9092412834222445672,50,0,0,10,11,66
6187259556105262192,5,5,35,55,6,43
1200019575161721975,1,0,3,59,2,11
3022402697328333942,59,19,81,1,4,57
9019321732444099702,3,0,1,57,13,67
5265338562440762490,52,0,0,8,16,96
4858098896846132350,48,0,3,12,13,75
4045119965013513350,8,13,54,52,6,60
3199870813060142219,10,2,11,50,4,25
5447095752406471819,48,5,27,12,18,111
8823125052038878350,11,0,0,49,0,0
5524798464292066453,1,4,26,59,6,33
2862121952645485719,1,0,0,59,0,0
3822413072247657625,7,0,0,53,0,0
3239745447553307804,52,0,0,8,0,0
91947023206290590,12,0,0,48,0,0
967769613825971361,48,0,9,12,23,129
4322266895491732641,12,0,0,48,0,0
1182199636118279335,49,0,2,11,12,72
130955237087450280,52,0,0,8,2,12
503495069221950635,11,19,82,49,4,56
5974947466553595050,11,19,83,49,4,55
7002072913700885678,12,5,25,48,8,53
3762777877358122162,8,4,22,52,6,39
8146565851323274418,2,4,24,58,4,43
8056381238752548021,27,7,30,33,1,18
707024955413042368,3,10,45,57,6,51
5922511344871707841,38,0,0,22,0,0
6696287750085874884,13,2,8,47,0,4
6962518093715838149,1,0,0,59,23,138
2678802287161480395,12,0,0,48,0,0
690342248357041360,21,0,5,39,18,102
6277840676964668623,48,0,0,12,0,0
2259929908187403475,34,3,36,26,1,26
7718498419677467865,57,4,22,3,3,20
5216380531013915866,55,0,0,5,23,138
3172891738305631455,9,15,62,51,0,28
7064390607250920670,33,5,25,27,3,19
5764489022127969502,6,2,37,54,6,56
1154866898913760480,49,0,0,11,23,138
8200924623788479714,57,0,6,3,15,84
4313831325881603301,10,0,27,50,15,71
4524588158456337636,12,0,11,48,12,70
4462219569594733796,52,19,83,8,4,55
2681507616267277540,54,0,0,6,13,78
7595360913024849123,48,0,0,12,23,138
5771164068344173804,9,1,5,51,0,1
8315768276842386670,10,19,83,50,4,55
4728374166848214255,4,5,23,56,7,49
567480884816909557,56,5,26,4,6,42
993361237320865016,57,10,41,3,7,61
6808784752574698744,2,7,33,58,6,47
4789157162476311805,5,5,26,55,6,48
2193350688414930176,53,3,20,7,4,22
2042700843188950278,28,9,49,32,6,49
1768410696994133259,55,0,0,5,11,66
3214243902310356237,3,9,44,57,6,36
2727482370194248974,49,0,0,11,2,12
9151188696363767055,48,0,0,12,23,138
2120132710402954517,48,0,0,12,23,138
8928573732354954518,10,5,28,50,6,40
6064029008738358554,3,0,0,57,0,0
2065775922532160800,59,3,26,1,7,47
446849336660301089,59,2,8,1,0,4
2320171145028703522,56,0,0,4,11,80
5366893348553692452,48,0,0,12,23,138
3050016054725907751,10,0,0,50,0,0
2716608164810462503,12,17,70,48,0,28
6335284410439996711,47,0,3,13,15,78
2833183781529752876,9,13,56,51,6,58
5983840469086541099,0,0,0,60,11,66
7995554789749200173,8,7,33,52,6,47
1935053281167873334,58,19,81,2,4,57
2952608445225145654,48,0,0,12,23,138
5464708042575746358,2,12,27,58,6,30
3313521002515305783,3,13,53,57,6,59
8317771691417900343,58,19,37,2,4,101
6914747689514833207,9,3,14,51,4,30
7521186671573767483,49,0,2,11,8,46
3984039009691243840,10,1,2,50,0,4
6285483845594355011,8,0,2,52,6,50
8477864712164218179,11,7,36,49,4,30
6682441882357372229,12,19,83,48,4,55
8424533567472407876,59,19,82,1,4,56
2062343054020023628,9,2,9,51,0,3
6192677996259677514,10,13,55,50,6,59
7684291859779392843,10,6,31,50,7,49
7035507521794250060,8,5,23,52,6,43
1244537422937396557,1,0,4,59,16,92
4840031188784944463,1,1,4,59,0,2
3746484122513020241,57,6,30,3,7,48
5678809773717460304,48,0,0,12,23,138
3270634808391144788,10,8,26,50,6,32
6534611790936872275,11,9,36,49,6,45
5583858332520846678,11,19,82,49,4,56
2064577456810792286,49,0,2,11,0,3
3517656198961829214,12,5,25,48,3,19
1236888576653956449,57,6,29,3,6,43
3840822122218263907,12,19,82,48,4,56
6815312201538049379,28,3,16,32,0,17
5732366815804134764,12,0,0,48,0,0
3196388226108233073,1,17,81,59,6,57
5684774152088884593,12,7,32,48,6,45
7194152261428680048,12,8,26,48,6,32
8181429779360519539,11,8,42,49,6,51
3334419194313610616,6,14,60,54,0,26
5426011922219537783,47,0,0,13,23,138
2307557369959650683,7,23,106,53,0,32
7623748547333625211,57,8,33,3,5,45
1841264040621348222,7,0,0,53,0,0
1997270687636559232,6,19,84,54,4,54
1043071991291188607,8,19,82,52,4,56
7764169820811597185,1,2,10,59,0,2
1372374614851687815,53,0,9,7,1,107
8438884744024495501,58,0,10,2,14,83
4666928725443745168,57,20,82,3,3,56
5419016719023445393,59,0,0,1,13,78
7092671712435836305,57,0,0,3,13,78
2739571364086420885,7,0,0,53,0,0
1141260295122720151,49,0,0,11,23,138
3054456904754042262,51,0,0,9,23,138
2659424009886700957,9,0,0,51,0,0
678726307277051298,11,19,83,49,4,55
4296652548172125609,3,0,1,57,23,48
3754682593752421808,57,0,0,3,11,63
3150425710614255025,55,4,25,5,7,41
1770268488946161076,10,0,0,50,0,0
9196265280191436213,58,19,82,2,4,56
8987715496609682870,48,0,0,12,23,138
4375082439121147321,8,8,42,52,5,32
7673515973349545399,47,0,4,13,16,92
2984530959366002111,57,1,3,3,0,3
3941647474968434111,56,0,0,4,12,75
8642849121245861314,12,5,11,48,1,25
5515848114734208452,8,7,36,52,5,28
7738281730897614275,6,6,29,54,6,42
3626659371363374535,6,0,0,54,0,0
653341718272710088,8,0,2,52,11,60
6384881963891725769,51,0,3,9,10,57
5829774406271309259,0,8,26,60,6,32
5893285147815581131,3,10,47,57,6,49
4595674548689475025,3,5,23,57,6,43
2302649901411571158,58,0,0,2,13,78
7430063911445992917,8,5,34,52,6,44
2084408227330299352,59,0,0,1,10,62
651918570438727132,58,0,0,2,0,0
5154637152312563165,22,0,2,38,12,70
1709029171659478499,53,0,2,7,23,114
6897174047040607713,1,0,0,59,23,138
1275857004453926379,11,8,42,49,5,32
338646328301262317,48,0,0,12,12,72
232484462789236206,2,19,83,58,4,55
1153213810130720240,2,0,2,58,12,71
7017093322369996270,8,15,62,52,0,28
4399394440722028015,59,0,0,1,23,138
5634059948434167283,9,8,27,51,6,31
7280224364458186227,9,9,72,51,14,66
335433652023039477,1,0,0,59,23,138
384761604712076794,8,6,26,52,6,46
3269154552315614714,48,0,0,12,23,138
332573856100750857,50,0,4,10,13,78
8050335794617554442,58,19,81,2,4,57
4044655655694669326,6,5,36,54,6,42
2724272645854795279,6,0,2,54,12,71
8686842953486538252,56,0,0,4,12,74
9058261335181497871,49,0,0,11,0,0
8875541936489174546,49,0,0,11,19,114
1060079720879560216,10,4,16,50,0,8
8296188728137717274,8,0,0,52,0,0
2490307590455891484,52,7,10,8,1,38
5334085009382446620,52,0,1,8,23,48
3124242029879334431,2,5,25,58,6,42
8923756805861578276,8,0,12,52,0,4
7435565125869901349,11,19,83,49,4,55
8336744814516803108,54,0,2,6,23,71
2370616473453925929,10,6,20,50,3,18
8167682710198556198,3,19,69,57,4,69
4657187932798588454,0,0,0,60,23,138
8912355661513070122,12,19,82,48,4,56
3581960394101724719,1,1,5,59,0,1
8140243059613242926,2,0,0,58,0,0
6406269587704747567,51,0,1,9,13,65
1034937556355683894,51,0,9,9,12,74
6218659882697463349,9,0,4,51,0,25
8949140040285361719,47,0,0,13,9,96
7267830297584834107,12,19,82,48,4,56
2918967668033394239,53,0,4,7,15,86
4971802907030361663,12,16,68,48,0,28
5654260221324432960,57,5,25,3,6,41
5175177259032319553,50,11,46,10,12,92
6370448799206151748,11,20,83,49,3,55
8318996338702259780,9,4,19,51,0,5
6417442012241237574,10,19,82,50,4,56
5245069344130602565,8,19,82,52,0,32
6250709951432398414,9,5,25,51,6,41
2362172466422093393,1,0,1,59,1,35
5972734241010751060,8,4,25,52,6,35
161303667492656727,0,0,0,60,23,138
1326431604522194520,12,10,44,48,6,52
6820464319592535639,12,6,30,48,6,45
5829217592981755483,1,0,5,59,15,85
8974260325261547099,8,6,41,52,6,43
6352876812050536028,31,9,36,29,6,45
3847935543490188894,13,0,3,47,13,71
2706499680141579869,10,19,78,50,4,60
199260688075265634,10,1,5,50,0,31
5475665063918933604,2,0,0,58,1,5
8474472127303652966,56,0,3,4,15,77
4504497538904233579,53,0,0,7,0,0
5423340161178834539,5,4,24,55,7,42
6544403015859902066,12,0,9,48,10,64
6588580635425478260,53,0,2,7,10,58
7542222941003683444,8,19,81,52,4,57
534234318414780023,7,6,59,53,6,47
7667395610786731642,9,4,23,51,7,45
1587305769577322109,59,7,33,1,6,47
2454029148522845822,8,3,28,52,6,54
7416476262975772286,9,0,0,51,0,0
212490049492260483,51,0,0,9,23,138
2739564275596596870,8,7,37,52,6,53
3232583318983349894,47,0,0,13,23,138
6345961620669699719,59,0,0,1,1,6
8348248329745471112,11,2,52,49,21,86
5074243948457793162,12,4,29,48,9,49
410358335846520463,57,20,83,3,3,55
9181532227981383308,53,0,0,7,23,138
3522397488139048593,11,7,38,49,6,52
7660369252418819727,7,1,4,53,0,2
8684504577321309839,50,0,0,10,5,56
5357681752363472539,54,0,0,6,13,78
4139118567274452639,10,6,29,50,6,41
5845177935665108638,8,7,22,52,6,36
60533681262958240,49,0,1,11,23,48
5169820018544744097,59,19,82,1,4,56
6755083046665066145,55,0,0,5,10,88
4180837681253193380,2,0,0,58,0,0
8300272962943424164,59,19,81,1,4,57
554142261771605671,57,0,45,3,23,93
3999482522793776806,57,20,82,3,3,56
5760503444191483560,52,0,9,8,23,129
8638818063480166053,48,0,0,12,23,138
6502156961813337770,9,19,81,51,4,57
3344763649801164460,11,2,12,49,0,4
5303602829240997549,0,9,41,60,6,39
8046016041209894575,12,8,33,48,1,20
5364955102101247665,9,6,31,51,6,41
5232494893711529653,1,6,36,59,6,47
8223574870343489205,2,4,45,58,4,33
1218465664849319613,57,23,106,3,0,32
6007863574069876412,10,5,34,50,4,34
4988902409042859708,57,20,84,3,3,54
6181144517860988610,58,3,3,2,20,135
8544345441134646979,59,5,27,1,7,46
7935749545899136708,10,8,32,50,15,106
5117730931847861959,9,3,13,51,0,5
3908933766748477130,10,6,33,50,7,57
544751337026033356,6,0,0,54,0,0
1832687117327210189,9,7,37,51,6,41
7785960521333905098,29,6,40,31,6,43
8513898019190380232,12,0,3,48,10,57
3598712805189261008,12,11,49,48,6,53
4234916313748117204,0,9,36,60,5,45
9201807242159101652,10,9,43,50,6,39
838810862415746778,37,0,0,23,0,0
3279895976928515803,58,6,29,2,6,43
4123236160347608797,10,7,37,50,6,53
6647648741402613468,4,3,21,56,6,34
8513827880653657822,59,0,3,1,11,61
4065357824980031205,4,10,47,56,6,49
3737194979918845669,8,18,77,52,5,61
5934756706876462824,5,4,22,55,0,8
7721214046089221863,8,10,42,52,6,54
5458199175049287402,57,0,0,3,0,0
5624832277732038378,9,3,26,51,8,52
5939699310436423405,1,6,28,59,6,44
673599800240117489,9,15,59,51,0,21
9179542298412357358,50,0,4,10,16,84
5108980723963467503,55,0,0,5,3,18
1054594275499808502,52,0,0,8,0,0
7217842167753840373,6,5,31,54,6,49
8561928707963262710,1,0,7,59,3,31
5285677229247796985,52,0,0,8,23,138
4727871308750034682,56,0,0,4,2,12
7298697060786411262,47,0,0,13,10,73
7417687170287376127,50,0,0,10,10,60
2305869517728651010,1,5,25,59,7,45
3170253055093741316,49,0,0,11,13,78
8084519777507088133,45,9,45,15,2,33
7108873971920180998,5,8,25,55,6,31
2963906392040806157,8,0,0,52,0,0
4714225106250340108,49,0,0,11,23,138
5987237041268397838,50,0,0,10,1,6
598310476790896408,10,0,0,50,0,0
6985232165421258518,54,0,6,6,15,84
1783921194306344730,54,0,0,6,13,78
7996934804357486367,2,4,23,58,7,55
6489431294482978593,9,6,26,51,6,44
5598678635804366624,51,0,2,9,12,74
9097278004183078692,55,4,22,5,6,41
5626806583354496807,57,4,22,3,0,4
8760340425997850406,12,11,45,48,6,45
4954541332135974700,43,0,3,17,10,57
1256750548669896497,1,2,8,59,0,4
2891982305125898036,1,8,72,59,15,66
7625672128046208820,55,2,8,5,0,4
6909949213476034361,4,5,22,56,6,27
8631346138171250491,4,0,0,56,0,0
8596321227203123004,59,0,2,1,10,58
8718775055322912579,9,18,80,51,5,58
5038472250835572550,1,0,14,59,4,10
7689815792422819661,51,0,0,9,9,56
3888353109237045073,57,0,0,3,2,12
5742316073498580817,6,15,68,54,0,22
555725091806549851,54,0,0,6,23,138
7036831462703339354,12,6,29,48,5,39
7533585614717130592,51,9,45,9,6,54
6706899370148173665,54,0,0,6,23,138
1869238669889378147,56,0,0,4,11,49
7880089176122955619,46,13,54,14,6,60
1413045917079934823,30,6,25,30,6,47
6770058516768200550,11,8,25,49,7,17
4305225702261659498,9,8,36,51,6,48
6673041534741747565,57,0,0,3,6,53
3438387997020198767,4,9,41,56,6,49
1486139664179042163,4,2,30,56,6,48
4900000786372499315,10,19,82,50,4,56
2229684995989739381,59,0,0,1,13,78
7887120492524803956,8,7,30,52,6,48
6331975213582686073,57,20,83,3,3,55
6265464755068901244,48,0,0,12,14,58
4612437462183122814,28,0,22,32,17,78
106468360682739586,10,4,21,50,6,39
4054589506645727111,11,0,2,49,2,10
6832500647646238600,5,9,27,55,5,31
3897548149267830666,2,19,83,58,4,55
540245937967994765,2,0,16,58,11,54
9133128872503252875,49,0,2,11,11,64
1935319436437067672,12,20,83,48,3,55
6945671676121749398,8,13,54,52,6,60
7726990107824789399,35,0,0,25,0,0
5345650393471621017,3,10,48,57,7,54
927755817290995613,12,5,30,48,8,48
5335359218302064546,28,7,41,32,6,33
5427735676011354019,5,1,2,55,0,4
2204171912542623654,4,8,36,56,6,48
3862421007215138726,6,0,9,54,12,74
6825124617474774955,54,0,0,6,7,42
3693989963296872365,7,2,17,53,3,49
7659810375831230380,2,7,32,58,6,46
7884389033348470701,6,4,25,54,6,32
4343365755751864239,0,7,34,60,6,46
8191797924941731759,0,4,23,60,6,37
4064219033816373170,1,2,8,59,0,4
4153258287429097393,50,0,0,10,13,78
8836897458363373491,39,19,78,21,4,38
1381580742167828406,49,0,4,11,16,92
7507608410715690934,54,0,2,6,2,10
7702451367414536121,46,0,2,14,6,34
4484507102093088703,50,0,0,10,1,4
88628218071357383,48,0,0,12,23,138
5996396065338464202,11,19,82,49,4,56
6818387988668717003,51,6,29,9,6,43
7672071148099999691,57,19,82,3,4,56
7156428327011817417,10,19,83,50,4,55
2795381466610309067,45,1,5,15,10,60
3699467059832231889,8,19,40,52,4,17
772214261751355348,10,0,0,50,0,0
8138753161225770962,7,14,55,53,5,59
1429876481304401879,39,0,9,21,23,129
5698668073895892950,31,0,3,29,6,33
5925377423515621335,12,3,30,48,4,30
4249462061714806744,52,0,1,8,1,5
4987898522844829655,59,0,0,1,23,138
1351560598274283486,6,4,19,54,0,19
3592833730880444385,3,11,47,57,6,51
688306827630745572,12,8,38,48,7,52
7972619999376644068,57,0,0,3,23,138
2920647941726115816,3,5,21,57,6,40
3040958789430679530,57,0,0,3,23,138
2794668734436382699,12,7,30,48,1,18
9144044490257307626,4,0,35,56,5,31
5525808999464277996,59,0,4,1,15,76
750270952748783600,53,0,0,7,6,44
7964598708658837486,59,0,10,1,23,106
724510460620675058,12,19,82,48,0,32
126265568968087537,54,0,0,6,11,68
7062905927661885427,48,0,0,12,0,0
6759603496223119350,8,5,22,52,0,8
2243645196147922938,59,20,83,1,3,55
7832102784268113912,31,7,17,29,6,28
7268287231350380540,8,1,1,52,0,5
4683960097136842751,59,0,0,1,0,0
3750722798143739905,2,5,28,58,6,39
3651177174912636930,12,2,20,48,3,35
3618539765197740034,12,7,35,48,10,65
7767411664319846401,0,0,0,60,10,70
5071738919996037124,47,0,0,13,23,138
7484921340121126919,9,0,0,51,0,0
924541854219835406,8,8,39,52,6,43
3444896767103899662,11,19,82,49,4,56
3629377836720265233,9,0,0,51,0,0
8194417610864334865,7,8,39,53,6,45
2236049548352526357,58,20,82,2,3,56
4914626919365384211,54,0,0,6,11,68
349245600555243543,5,3,18,55,3,18
5820631126469482518,12,11,50,48,6,52
6552433352624117779,51,0,0,9,1,7
3672962183126915097,55,6,30,5,6,45
6410684055280162842,59,23,106,1,0,32
150719494401923102,27,0,5,33,14,79
6258383335920408607,7,0,0,53,3,18
7131208717092755489,49,0,0,11,14,58
617268570704091176,11,0,2,49,1,18
1118714752330700842,0,19,82,60,4,56
8783340632782870568,51,0,0,9,23,138
5772275248460011564,3,6,31,57,4,29
6137416360786663468,2,0,0,58,0,0
5203163034097391663,56,2,10,4,0,1
5829354015463544887,1,6,28,59,6,46
6576707951969245243,9,11,51,51,6,51
2740765248668571709,1,19,83,59,4,55
3006009013009553470,54,0,3,6,13,75
1026043486905735229,50,0,0,10,14,58
8440288822899677247,11,4,21,49,6,29
4164786324368398402,2,2,12,58,0,4
272977797039888453,13,19,82,47,4,56
3345190510668585029,7,0,18,53,4,8
5836079672135620676,49,0,4,11,11,62
8315578618681858117,53,0,0,7,12,73
8726645090274973766,0,1,5,60,0,1
3032927137678530633,4,9,45,56,6,54
3773786417701623880,55,0,0,5,11,66
6587262797012932683,5,9,40,55,7,58
1117000796123240530,8,1,6,52,0,1
6923557944406153295,57,19,83,3,4,55
8178007183892912209,52,7,54,8,6,44
4007375721423476819,52,0,0,8,11,71
5428600892837075029,10,23,106,50,0,32
1940725575276828760,56,8,39,4,6,41
7385488550386145369,1,3,21,59,6,33
6376227098205984858,3,4,25,57,7,41
508869524284643422,2,23,106,58,0,32
6700827192863201373,2,0,2,58,12,67
7910251431270258778,53,0,3,7,10,57
6909672237651171420,58,0,0,2,2,26
8103536464226981985,9,7,33,51,6,47
6885889376085579874,6,4,22,54,7,44
4179577157169125483,7,5,22,53,7,50
7506757311218522218,49,0,0,11,23,138
3353470995360585837,13,19,82,47,4,56
3932466131905190000,9,19,81,51,4,57
8580991403958769775,7,6,30,53,6,40
7131042134646724718,57,19,83,3,4,55
8037146160392968305,12,2,8,48,0,4
2159268672580524149,9,8,26,51,6,32
2375592467494180982,5,5,23,55,7,49
2558488701841643639,12,15,62,48,0,28
2727814058680719480,11,0,0,49,0,0
4294796976390641784,6,13,24,54,1,16
1481424082964158585,10,6,30,50,7,48
1803103253870975098,31,2,10,29,0,2
7822541727330867321,51,0,0,9,2,12
4844909797892429941,3,0,0,57,13,78
2577578327706966145,4,7,30,56,6,48
7572985311845718144,11,0,0,49,0,0
123140478120335491,11,20,83,49,3,55
885102001589721222,13,0,0,47,0,0
5309771327588079748,12,0,0,48,0,0
4620473489769076871,59,19,82,1,4,56
