store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),update_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
5009400039635333108,2,3,20,58,4,54
6346159637011214334,50,0,0,10,23,138
996454364712677381,28,9,49,32,6,49
2571201119321632774,12,5,31,48,8,47
252637428915843079,10,0,0,50,0,0
1686750431373045769,12,0,0,48,0,0
2582357887251886091,57,0,0,3,13,78
7849802871317344270,8,5,20,52,1,16
4748894710350229520,49,8,33,11,5,45
3168149444043812881,11,6,27,49,6,43
5727335955215724563,2,5,26,58,6,42
7433398711719243797,3,6,19,57,7,34
2453167032050200600,10,6,31,50,5,47
7035744948757147672,49,0,0,11,13,78
3324057671529967643,8,5,28,52,6,51
2720102999717457948,59,19,82,1,4,56
363904306866663453,11,9,42,49,6,48
613383767229509662,7,1,5,53,0,15
8930106058489147422,31,12,46,29,5,24
7510749072644550687,5,12,42,55,6,36
6166891954387464227,4,8,35,56,6,49
8964137125592444963,12,15,68,48,0,22
3888056273641254950,11,8,43,49,5,35
8259922823001485349,10,2,9,50,0,6
2225383644753473577,12,0,0,48,0,0
8109568117559898147,48,0,3,12,12,70
2277360514628562984,11,10,62,49,7,52
896632362708250664,9,5,23,51,7,49
4000250889989632044,11,19,82,49,4,56
778738606367715366,51,0,0,9,13,80
6774881478182023221,2,0,0,58,0,0
2341123221590192187,11,4,34,49,6,56
8428139467044565050,3,19,82,57,0,32
4622692849182715964,57,9,39,3,6,51
18505617914966079,7,12,51,53,6,56
4350475864477773885,12,20,83,48,3,55
1022997542207533123,8,10,41,52,6,55
780068876975550532,2,2,8,58,0,4
3969056641066709064,9,7,33,51,6,47
4213908551193210953,3,19,82,57,4,56
4484545439231848522,8,0,6,52,0,36
7917177315485659206,46,8,41,14,6,39
2213440795720364108,55,0,0,5,13,78
889091632906055760,2,0,0,58,0,0
7915689110941151310,4,19,81,56,4,57
7384365432842039373,48,1,10,12,22,128
6767942082724245585,53,0,0,7,14,58
1011576216621297748,59,19,81,1,4,57
174082200375603286,58,19,82,2,4,56
3178047534860939352,1,9,27,59,5,31
7856790887170224214,9,19,81,51,4,57
8450230568847192152,0,9,44,60,6,38
7111112595245051990,11,7,19,49,6,26
7240756274794082394,10,6,32,50,5,34
5781750567141978202,53,0,0,7,23,138
4538900433075777630,3,6,27,57,6,45
1021751857440600161,1,7,34,59,6,46
8933646585248067682,11,4,43,49,6,43
8372968288818475107,10,1,4,50,0,2
4870185887434748003,53,0,0,7,3,18
2107963169760424042,6,0,0,54,0,0
912005109358768235,2,7,30,58,7,52
119519432107012204,4,7,32,56,6,46
4734326032125833324,58,0,0,2,12,70
5524289657291550830,53,0,0,7,12,85
3957803104129003633,52,0,1,8,5,29
5227986911124598897,12,11,48,48,7,60
231472248821231732,4,0,0,56,0,0
2354421038876405876,51,13,54,9,6,60
6021936631085805686,8,6,29,52,6,45
4685220197842530426,9,5,28,51,6,39
3434376653510586491,1,9,39,59,6,51
662223586915102846,2,0,8,58,10,78
2528899563396477052,6,0,0,54,0,0
4349618685772968066,49,0,0,11,23,138
7039435100009640067,4,7,30,56,5,40
7379308867793662086,9,8,71,51,15,67
2841406270177587337,8,20,82,52,3,56
7723884607359037576,53,0,0,7,23,138
8031154764882915465,5,2,15,55,2,11
3643092470199201934,5,0,0,55,0,0
6936019729696927885,11,20,84,49,3,54
3497567003580641425,7,5,23,53,6,42
4923162991944642705,48,0,2,12,13,78
912772196301418645,51,0,0,9,23,138
561514544361779350,41,8,38,19,7,47
7061709061116506266,0,8,34,60,6,48
3922429571496095903,1,5,28,59,4,26
1855704142811738275,4,8,33,56,6,51
8267210254798368930,52,19,37,8,4,101
4912020775266070696,54,0,0,6,23,138
2399026193076400298,8,15,62,52,0,28
7165028445409882286,11,19,82,49,4,56
4101604954506997940,12,23,106,48,0,32
4791340283515252916,51,4,20,9,0,6
8014143615564656818,51,0,0,9,11,66
8852828343046910134,10,0,6,50,18,102
5219461104801722552,4,4,31,56,6,42
4407721397732159676,55,0,0,5,23,138
8276911219004059851,7,15,59,53,0,21
8018087763375009996,47,1,4,13,9,65
7768604175659610316,47,0,0,13,23,138
4551031565062320336,59,6,25,1,6,47
446353610775343315,7,5,23,53,6,43
3622376940655980762,11,15,68,49,0,22
4266429342120030427,5,0,0,55,0,0
8970509312518893785,0,0,0,60,23,138
1937311431873016032,12,0,0,48,0,0
8864974598540734687,57,0,0,3,0,0
1572447591742353638,10,4,19,50,0,5
4311997043752906982,57,23,96,3,0,42
5044040222534152423,6,0,0,54,0,0
1574854748401283307,1,0,0,59,23,138
7377781252509249770,11,9,40,49,6,50
1521880540775133422,6,2,10,54,0,2
2962311335535390960,37,19,83,23,4,42
3666514223643635956,55,0,0,5,12,73
6774034406344372470,7,8,37,53,6,49
4497761049485193466,7,1,5,53,0,1
7931865034804179193,5,1,3,55,0,3
8257195574594056443,51,0,0,9,23,138
9156973197052489984,10,3,13,50,0,5
2248475475305181449,12,0,4,48,2,8
223865218816979210,2,8,34,58,6,50
8475757387323191558,12,10,49,48,5,49
1312024387053793548,2,0,9,58,23,129
4547595757479538962,28,0,0,32,0,0
7682993133850177813,54,0,2,6,12,70
9202316216869237016,11,0,0,49,0,0
2760159884831666460,59,19,82,1,4,56
1247679670163222814,56,0,0,4,23,138
5873420561510150431,9,10,37,51,6,49
3547443835360588068,1,0,9,59,23,107
8479547186233028899,13,15,72,47,0,18
5489469897971708197,7,0,8,53,2,7
5657970094991585573,10,19,83,50,4,55
8552633651061698856,56,11,50,4,6,51
2773841949672681776,0,19,82,60,4,56
1386039772911087922,9,0,2,51,1,18
2901121765406847283,59,0,0,1,0,0
8922056247556321588,8,3,14,52,0,18
6525516858644017464,9,6,31,51,6,63
1997479607853560123,12,7,33,48,6,47
3671113935005200698,8,4,22,52,0,4
3613694851117232441,5,0,2,55,12,70
6840281832376152380,8,5,33,52,6,44
6146893758884655416,9,2,28,51,5,46
2822332228064325947,13,19,82,47,4,56
522311278761357634,8,13,54,52,6,60
6923558559392936257,5,9,42,55,6,48
2619071437296185669,29,0,2,31,13,77
7509326832557633859,50,0,0,10,13,78
5047154360023757128,8,20,83,52,3,55
6676302603841712456,56,6,27,4,6,47
3961085042878329163,57,20,83,3,3,55
2441172743112765772,1,7,33,59,6,47
542395568546754892,9,5,24,51,0,6
3334018861623947597,2,0,0,58,19,114
900977009264996690,48,0,2,12,11,64
2744147857218154839,11,0,0,49,0,0
4970191341281947992,8,5,22,52,6,39
9180101437726142808,1,19,82,59,4,56
7849207892393505114,57,0,0,3,23,138
1978691512084869473,51,0,0,9,23,138
9006623810946052447,2,4,22,58,7,44
7349891316387000672,10,19,83,50,4,55
6707806182792540514,56,6,23,4,1,17
6353925686924980582,8,4,26,52,6,33
7614940600032932204,58,19,83,2,4,55
1268138330032288113,49,0,0,11,4,24
4364263945739383156,6,0,0,54,0,0
656753418320195959,8,1,7,52,0,2
3077272047056269687,48,0,0,12,12,73
1613468943991615874,50,0,0,10,13,80
958070899231240581,6,9,42,54,1,31
493411514049638791,6,7,32,54,5,40
4228847671501042056,47,0,0,13,13,54
9152092335755932044,8,5,48,52,6,54
7671951163441361292,1,19,82,59,4,56
3341131619711725967,10,2,20,50,4,32
4105504587330826651,12,0,0,48,0,0
8156179872515207578,9,0,0,51,0,0
3906909911298879903,50,0,0,10,23,138
481748696350437800,46,5,27,14,4,27
5691988921984233894,8,0,0,52,0,0
2214952625711362474,6,1,5,54,0,1
1009358099378516398,1,20,76,59,3,62
9190549300380545451,7,2,26,53,1,12
2176045996531954099,49,11,50,11,6,51
3077449805722792371,4,1,5,56,0,1
2605925917461885363,48,0,6,12,15,85
1185731037815681461,59,0,0,1,23,138
3681012496402166200,1,12,51,59,6,57
8945323757483209143,9,1,4,51,0,16
8090380111679762878,7,0,0,53,0,0
6536810565746569663,57,0,0,3,0,0
3092710124288815554,39,3,40,21,3,30
6767436736706818497,5,6,29,55,6,41
496208741215777219,6,6,40,54,6,43
7031791943539372480,7,7,21,53,6,24
7327455336167387590,53,0,0,7,2,14
9058541548711883207,0,11,49,60,6,53
8329589970330759626,12,4,22,48,3,20
2159172063705870797,10,5,28,50,4,26
2019667357360009679,10,19,82,50,4,56
4119634194272629201,4,0,0,56,0,0
638275985104482773,1,19,82,59,4,56
4715066347075908053,30,5,32,30,7,51
509475900379541977,56,0,0,4,23,138
8320275538823459288,9,19,58,51,4,80
5683982283609387482,1,0,0,59,23,138
960404771029168610,55,0,0,5,6,36
531467153238340075,49,0,5,11,19,109
3216736210528154091,0,3,16,60,4,38
168365839720755693,9,4,22,51,0,4
5892103798205723116,12,8,10,48,6,9
7113221569458516459,9,20,83,51,3,55
4629496719770923498,10,8,34,50,6,48
5233634590156960235,50,0,0,10,0,0
7496300344716734956,49,0,0,11,23,138
6186005079598838259,5,6,40,55,7,48
997236235537428986,57,19,82,3,4,56
1287736612225561084,12,0,13,48,11,47
7814613490143080955,56,4,21,4,3,19
7334934209813819902,47,0,9,13,23,129
3870410507034309122,55,0,0,5,11,65
7840885480816128516,4,4,26,56,6,47
4781867668177793542,3,10,44,57,6,52
1057820506590851592,10,5,27,50,4,27
1160278996578677256,58,0,0,2,23,138
8046402285396570630,52,0,0,8,16,96
4710533343394935308,9,7,36,51,9,62
8014855622614823439,10,19,82,50,4,56
7305170444827800084,48,0,0,12,23,138
2613572674085302809,53,0,0,7,12,73
4187675295218676250,0,19,82,60,4,56
2137273858318053915,9,2,10,51,0,2
8139926242460185114,10,9,39,50,0,15
2126569572325536294,12,2,10,48,0,2
1034685929854317101,54,0,0,6,23,115
2740314805467984430,8,0,0,52,0,0
4734371290399289904,7,5,26,53,3,52
4491164405880369715,28,0,0,32,0,0
7984359610368668215,11,1,5,49,0,15
5942149821906694716,34,7,33,26,6,46
2392465275095560767,1,13,54,59,6,60
8456623799425872448,56,0,0,4,13,52
932349952188068424,12,0,12,48,0,4
7433098523399238213,55,0,0,5,13,78
3230256784057348681,29,0,3,31,15,87
5159818321818694217,1,8,39,59,4,31
474428085217571404,11,5,26,49,6,40
6299098643527971401,8,9,23,52,6,39
5234052759758975564,7,5,35,53,6,45
5261885258646532685,11,5,27,49,6,41
6174497977667007050,10,20,84,50,3,54
450779712077345360,52,0,1,8,13,67
815760176960221778,7,8,26,53,6,32
5938852581567640139,57,0,0,3,23,116
1498020367202628196,11,23,106,49,0,32
8382871550320259682,8,8,41,52,4,31
3591533033275044453,10,3,22,50,7,35
1255268362884297319,12,7,31,48,6,35
5868001912106365545,9,0,0,51,0,0
1274874365274698348,8,3,21,52,1,22
1402891136913453677,1,0,0,59,0,0
4569062328316179054,9,0,0,51,0,0
1663598864633213553,4,10,46,56,6,50
8769430294670160494,58,9,27,2,5,31
117383178898485873,32,0,6,28,14,78
4054909995682804339,5,6,31,55,6,41
7631186710341268081,8,6,28,52,6,47
9163504796267164275,5,1,4,55,0,2
4920740329317511797,50,0,0,10,23,138
5647343015515501178,10,11,49,50,6,52
254936496134140541,13,0,0,47,0,0
594191737587806844,9,4,20,51,0,41
6095763699150238333,2,2,8,58,0,4
990094220379435650,1,1,10,59,22,128
4609555003134620292,3,10,45,57,6,51
2247812977651167878,9,23,106,51,0,32
8907568734662701703,5,19,82,55,4,56
8886126996371747465,57,8,39,3,4,31
790771878858568332,8,19,82,52,4,56
3062203748223300237,9,20,83,51,3,55
5068311308013712012,10,0,3,50,9,65
3557299608514966155,0,6,29,60,6,45
5821560769253913231,16,0,9,44,23,129
4639535871264109200,4,4,22,56,0,4
4620225145700168337,11,0,0,49,0,0
7204268240715494032,52,0,0,8,4,24
7591785361050022542,50,0,0,10,9,70
774816811015287446,1,8,35,59,5,53
5776995389621940887,4,0,12,56,0,4
6153927110647657112,49,8,31,11,0,17
447158844635525789,12,19,84,48,4,54
1288576128502837923,42,6,33,18,7,57
4961100228197364387,8,19,82,52,0,32
2136144943359177381,11,0,3,49,9,51
2013561676421083817,53,0,2,7,12,70
7510944482437182123,12,3,14,48,0,4
272039024606786236,12,19,82,48,4,56
5013659676556899003,8,23,106,52,0,32
3207936275085636287,10,0,0,50,0,0
494584981462594241,47,0,5,13,15,86
4599383904462156481,7,1,5,53,0,1
8388933262222602943,12,8,33,48,5,45
69853736712843975,6,0,0,54,0,0
4487830296440419014,8,20,83,52,3,55
7204068706746774217,8,0,9,52,4,15
3487824878329836237,5,8,26,55,6,32
5591739049790616269,48,0,0,12,0,0
6746091828301083342,8,6,29,52,6,45
4834448181781672657,50,0,0,10,23,138
9009307313764938449,50,6,33,10,7,57
3408762813100733141,12,20,84,48,3,54
5162428180807987928,11,10,42,49,6,54
8515809781167862488,5,5,24,55,6,42
2427809797903528667,58,7,18,2,6,23
4803451583761986267,2,6,25,58,6,24
7686137658412217051,6,0,0,54,0,0
948663724201259741,54,0,0,6,13,78
7036913901882127069,33,15,59,27,0,21
8187806020821005022,51,0,0,9,23,138
2151973904300585698,3,5,34,57,6,44
7902480891367994071,54,0,0,6,10,60
2691579307181880038,11,19,74,49,4,64
4983900714740298471,58,0,0,2,3,20
5869474371908121322,10,3,18,50,6,37
2088654590673990380,59,20,83,1,3,55
7798492019301593833,47,0,0,13,11,114
915608624636146417,4,7,33,56,6,47
4722198435074454257,3,9,43,57,6,47
4544186006394581748,23,0,13,37,11,47
2147785662314230524,10,0,0,50,0,0
2994760733762859774,42,0,18,18,4,8
8713788968008921857,52,0,9,8,23,129
27099145190781701,8,5,30,52,2,26
4706293789451498246,12,2,46,48,9,45
7606772147733705479,57,19,82,3,4,56
5577930270241338122,0,0,0,60,10,59
4137374281596220175,10,7,32,50,6,46
5869381323010290454,4,0,0,56,0,0
4750972984503710487,56,0,9,4,7,65
1760881616877597468,11,23,106,49,0,32
6125592260000297762,6,7,33,54,6,43
4217045681809142563,9,9,41,51,6,49
5959374770143605540,0,0,0,60,0,0
88712362375492389,3,10,47,57,6,49
1613282803503313704,5,0,0,55,0,0
5190577744787977000,49,0,0,11,15,88
5869112070855963433,11,3,15,49,0,3
2985707264066695978,5,5,27,55,7,49
5247681795808998187,42,0,0,18,0,0
9053261816550601514,56,0,0,4,12,76
5275983407453844271,12,6,29,48,6,46
6990234069451125551,21,0,2,39,15,84
3867229648398529332,11,7,37,49,6,29
327085277641225014,49,0,0,11,0,0
4869495716967723830,58,0,0,2,0,0
8966671296998421303,7,13,55,53,6,59
2081002771318190908,9,4,32,51,6,41
2782347163353428796,12,10,41,48,6,55
1878909756023321407,11,5,21,49,1,15
4823610700451492669,11,3,20,49,1,22
1252011953482314561,10,5,25,50,6,43
6060866353675973444,42,3,21,18,6,33
8696804573201314631,37,0,0,23,0,0
9129156422640513865,6,8,27,54,6,31
8795623627882148686,13,0,1,47,13,67
679986459902128985,57,5,30,3,7,53
7142400401530630998,6,6,31,54,6,54
8146264845340226394,54,10,49,6,7,53
5326086999404884827,6,0,0,54,0,0
2285908255987970910,9,2,10,51,0,2
6054731298417390431,10,5,44,50,2,30
8747531976392225640,1,7,30,59,1,18
7042926829135967081,12,0,6,48,0,10
6856956646608417642,1,0,3,59,11,66
4227465166861742957,51,0,0,9,23,138
5825903408799986542,51,0,0,9,23,138
4992021115724804976,57,20,84,3,3,54
5514235807464272756,40,19,75,20,4,41
161284159705101174,51,0,3,9,13,75
9216612860263478135,11,4,18,49,0,17
854224455102739323,1,0,9,59,23,129
8593011391038305146,9,2,16,51,4,20
800202143034625488,49,0,0,11,9,62
3211772869478790020,58,19,82,2,4,56
6203770264195117967,58,0,0,2,13,80
3684968529618973586,10,14,56,50,0,28
7331996132438619032,56,0,0,4,12,72
9216750788487426973,8,6,28,52,0,25
3959748776401777567,51,0,0,9,23,138
4153205428976595873,12,4,19,48,0,5
7975231457181971360,12,17,79,48,6,59
158406589678859173,58,0,0,2,13,78
3339112679278130089,10,19,84,50,4,54
6164656135909421993,6,0,0,54,0,0
4612164857345717161,6,6,24,54,6,59
1595824600016401323,1,0,4,59,2,22
751756719644783532,49,0,0,11,23,138
2549504996254364591,7,6,35,53,6,48
1048487412286895027,8,5,24,52,0,6
8804060814231974834,54,0,0,6,11,70
8670469845327852468,54,6,27,6,6,45
7267866083992449972,7,3,16,53,0,4
6447892208289526710,11,7,28,49,6,37
6174468252079403959,13,0,3,47,10,57
359546471817196481,10,2,52,50,21,86
7276343609594491845,57,20,84,3,3,54
333184290404283337,6,0,0,54,0,0
3638987518162252748,4,0,0,56,0,0
4878244708679988173,54,0,3,6,13,75
2689492195669291983,6,8,36,54,1,22
2389141165525152728,3,1,4,57,0,2
4935066755090985947,10,7,34,50,6,45
5370892218839512027,8,0,11,52,10,49
6913040061718967270,56,0,0,4,3,41
7649760999742649319,11,0,0,49,0,0
413619203222352876,56,0,0,4,12,74
9177319977030956013,54,0,0,6,23,138
3244416014836413428,8,8,26,52,6,32
6911838184600482804,9,19,82,51,4,56
1438492893801952247,8,6,32,52,6,62
1420436086967022582,6,19,76,54,4,40
7626544242672120819,2,19,82,58,4,56
6441665535053935615,9,0,0,51,0,0
2990437138119767040,11,1,4,49,0,2
7228243117803353093,50,0,2,10,12,70
9048669691217753096,27,0,9,33,23,129
2677768116033795085,23,0,2,37,7,42
918312552680666127,8,3,15,52,0,3
7038843731663827981,11,8,34,49,6,50
3483930781272060942,54,0,0,6,13,78
5514360354119431183,50,0,0,10,23,138
2778352823903630358,8,19,83,52,4,55
3767574309250544663,28,19,84,32,4,32
3480983362055222297,0,6,29,60,6,43
3062125155748787228,59,0,0,1,14,58
8271613698971415584,12,9,45,48,6,54
6415344433440732198,12,1,3,48,0,3
6903551803222930475,6,5,27,54,6,37
5096911626370626604,58,13,52,2,6,58
6278766107458876461,58,19,81,2,4,57
6441718028480754732,5,19,83,55,4,55
1627278740887254065,5,0,4,55,14,80
7453145190941570095,11,15,62,49,0,20
3638420872186967096,11,23,106,49,0,32
6943239023647241271,10,6,29,50,7,47
2318689877042246714,58,0,0,2,0,2
4479691732026209340,48,20,83,12,3,55
6988688858695709756,3,9,44,57,6,36
2895381846890460223,6,13,54,54,6,60
3469126800283186242,0,0,0,60,10,56
7135674401904833607,12,0,0,48,0,0
3237035149466121291,4,9,40,56,6,50
2896723432357246028,42,9,45,18,2,33
2586280666587313237,8,4,21,52,6,38
912481274307064919,6,0,3,54,11,63
9082681797706855507,10,23,104,50,0,34
8649491342412854358,12,7,28,48,5,53
2992106207392117849,50,0,2,10,12,71
4745977499017327705,4,8,35,56,6,49
2495535710259754070,12,5,21,48,4,41
7982102273903637596,49,0,0,11,23,138
4683660238197535839,11,9,39,49,6,51
8983088427591545950,12,20,83,48,3,55
3822829326898541666,56,0,0,4,2,12
6540865366107698272,1,0,0,59,23,138
2306776652051199080,55,0,1,5,13,65
4149404683550340201,50,0,6,10,23,132
1899279366100923501,2,2,10,58,0,8
4907255331577181292,9,9,72,51,14,66
813285209825358958,12,0,2,48,0,27
3420686314309792877,57,0,0,3,13,78
6213583389056513136,11,19,83,49,4,55
5080474446923281520,50,0,0,10,23,138
1821831066692859001,10,11,50,50,6,52
8658253899102958714,8,4,19,52,0,5
8910898981588710522,0,0,0,60,23,138
5461821923796235392,57,0,0,3,15,64
5921578967856592005,10,5,27,50,6,51
3075359803340043399,59,0,2,1,2,13
7647589410640049288,9,15,68,51,0,22
5225218815871628427,7,3,14,53,4,27
5668837119792690319,10,6,27,50,6,45
8412941203433927840,8,2,8,52,0,4
8761674565859751073,7,0,13,53,0,0
3365112782906864805,58,20,82,2,3,56
6555013476394316966,7,11,43,53,6,55
1913159033416889517,0,0,0,60,14,78
5417111477080634541,1,6,29,59,7,50
7424505374009570477,9,19,83,51,4,55
3237025840449139890,13,19,41,47,4,16
5324764130529948850,59,19,82,1,4,56
1406055937856189625,3,6,36,57,6,47
6954233451888489655,9,6,38,51,6,43
3797225080614433978,1,2,11,59,4,44
3851494955760727227,10,0,0,50,0,0
8294267147871532216,12,11,34,48,6,20
6012130649482474681,25,5,13,35,6,53
5917341130207245501,59,10,67,1,13,71
3460865388202472641,49,0,9,11,11,69
2099495194121319620,11,15,68,49,0,22
4005393597954700484,50,0,0,10,3,18
6720432491058279622,1,7,32,59,5,43
6427598212939461832,12,10,47,48,6,49
3522251937136620746,36,4,27,24,7,39
8322710575987897546,52,0,0,8,23,138
5500260076838663374,8,5,25,52,7,24
3605212188348560593,5,19,38,55,4,35
5039822170172699857,1,0,0,59,23,138
7176419426541188308,8,19,82,52,4,56
8763590205942969561,8,19,82,52,4,56
4090851691588924637,59,19,83,1,4,55
12292291527292130,3,19,83,57,4,55
5374159040658126048,52,0,0,8,14,58
1334630898511525093,34,0,0,26,0,0
692381542361937128,7,7,33,53,7,51
4559597501281055975,3,8,36,57,6,42
6833201851828843752,58,20,82,2,3,56
6595789483430196457,11,0,0,49,0,0
7263129728113095915,10,4,18,50,8,54
4644728874609587438,11,19,83,49,4,55
6769461538909467887,11,0,0,49,0,0
4191430922653545711,59,0,0,1,0,0
4656329363676640496,47,0,1,13,3,37
25335725383824630,7,2,10,53,0,1
2187423554257335542,5,0,0,55,0,0
3116870177461023991,22,1,3,38,0,3
2888998381140817142,8,10,44,52,5,36
8002431218824918259,51,0,0,9,2,33
8262548748340212982,50,0,0,10,11,67
4418964457147479291,2,7,22,58,10,78
3240047639771919612,5,1,5,55,0,1
3486478977694020861,54,13,55,6,6,59
1475569863135999232,2,19,82,58,4,56
176727949560886529,5,6,18,55,2,16
3343944921726760193,11,0,0,49,0,19
969831609893401859,56,1,14,4,10,50
3596772024779781377,6,1,4,54,0,2
3344810660906120451,2,5,37,58,3,45
6661914542832104706,52,0,0,8,13,78
6334610233846936840,59,0,0,1,0,0
6731307189418734857,2,7,33,58,6,47
7423028298759910665,12,0,0,48,0,0
8088407484428563722,13,19,83,47,4,55
7433733351522940168,10,3,14,50,0,4
8668949117244880140,12,9,41,48,6,47
3040468237874509069,54,0,2,6,2,10
1746485573788873994,11,0,0,49,0,0
6384248135781430554,57,5,38,3,6,52
2884126734815245596,0,7,32,60,6,46
6920504641580381468,29,7,18,31,6,24
7689067358810715421,0,6,29,60,6,43
8786019397741425949,11,19,82,49,4,56
7567143334324811039,7,4,27,53,5,27
4014466843814180127,10,0,0,50,0,0
7332815864009667872,48,0,0,12,23,138
1466768150213866792,51,0,9,9,23,107
1072565569128117545,47,0,23,13,17,79
6415411710680315177,6,1,5,54,0,1
5957123415345444138,50,0,0,10,23,138
8402173934772565291,9,0,0,51,0,0
6497714959292970287,10,19,67,50,4,25
538088594312312115,7,4,34,53,6,56
9139995366984529201,12,0,2,48,1,4
6740922013757682995,12,11,48,48,6,52
1016340945788417334,9,4,25,51,6,32
1849827865367164220,8,0,0,52,0,0
1081857154158966079,9,18,76,51,5,62
5297364648341353793,12,19,81,48,4,57
4889779373597635907,49,0,2,11,2,10
1808275759627154762,4,8,34,56,6,48
8842734164810970440,52,0,0,8,7,45
278905336815760718,12,6,40,48,6,43
6706226156296877388,48,0,2,12,14,56
7129337400833062222,13,1,5,47,0,1
2739506591976043860,54,0,2,6,12,70
3954691186481771863,46,0,4,14,16,92
1151531425368716635,9,7,45,51,16,93
8391524178313852249,8,5,28,52,6,39
603100592051565916,12,23,106,48,0,32
2823570362328364381,9,4,37,51,6,36
7627757745553126748,5,7,30,55,1,33
8228300995261150556,12,0,0,48,0,0
8768486991384261978,28,0,0,32,0,0
2225463778773087588,9,19,82,51,4,56
2159953063711618405,12,4,19,48,7,47
4163052168475555173,12,2,8,48,0,4
8123121844839724387,11,8,26,49,6,32
7383431723807454562,9,4,21,51,0,40
8553526978618537328,3,15,68,57,0,22
9057767035534226801,8,19,82,52,4,56
5106957160255599987,47,0,2,13,12,70
141479961267451253,1,0,0,59,23,57
55751279770776956,8,6,25,52,6,44
2590038656305706364,9,6,29,51,6,43
3655250411246040457,51,0,0,9,11,66
4368578428325508490,10,4,26,50,6,33
1303644732381279630,6,9,41,54,6,49
5301267958462723469,6,11,49,54,6,53
4211742229230531986,55,0,0,5,9,67
1416233103411197335,7,13,54,53,6,60
3503549152537949594,34,1,4,26,0,2
1743467640974161310,7,1,4,53,0,2
6261699150553200029,10,18,81,50,5,57
9211995737466090909,9,8,26,51,6,32
3117861948621436320,59,4,7,1,0,31
4061388087244633506,10,19,82,50,4,56
2035246497231353252,9,19,80,51,4,58
6811722276969067939,21,15,64,39,1,23
362168314264335781,59,0,0,1,7,54
2323083930226636199,11,5,23,49,0,7
9137438379268552102,6,0,0,54,0,0
7113314871614092710,0,0,0,60,23,138
8288886491258566058,8,6,25,52,6,24
2360905245785208236,1,0,0,59,0,0
402339426917397933,46,0,0,14,19,114
2650516056461391279,51,0,0,9,23,138
8432942794858444203,55,0,0,5,12,72
8465465452650771902,12,1,8,48,2,30
7405493069278098880,8,7,31,52,6,35
1910872956490102215,55,0,0,5,13,86
4754693901376075206,53,0,0,7,8,78
2598698938331379148,53,0,0,7,11,80
1248084586349114830,51,0,0,9,2,12
2723370672116413902,9,19,82,51,4,56
7207913300369618381,50,0,0,10,23,138
665459306756552145,59,11,42,1,5,45
1648743168626210259,6,12,53,54,7,61
1922162786157540819,2,4,19,58,7,47
377793925363054037,3,6,25,57,6,49
5706558367006701016,59,19,82,1,4,56
6654295626115200473,10,23,106,50,0,32
8037115054710371799,51,0,0,9,5,43
5960536824857212381,3,19,82,57,4,56
336149300159952357,10,23,106,50,0,32
6850386133794338280,54,0,0,6,12,72
8327620833251636729,46,0,8,14,2,7
1027087744213169660,13,19,82,47,4,56
3009081779233633789,3,7,37,57,6,53
1680546904296175103,49,0,0,11,0,0
6677413050879391233,50,0,2,10,6,51
6149329214616253955,58,0,0,2,4,24
8516261699805197829,47,0,3,13,15,77
7780404807508014598,8,18,80,52,5,58
2127908772812568073,56,0,0,4,12,73
7663027882656773648,8,6,26,52,6,46
6935189878675027473,27,0,13,33,11,47
6636008219025651220,12,0,0,48,0,19
8317572469172057620,35,7,32,25,6,46
2203844020893136410,8,0,0,52,0,0
6233049406381569565,49,0,0,11,23,138
842240514556507680,4,23,106,56,0,32
8494749731668571682,4,4,19,56,3,35
6033078927093216807,12,0,11,48,2,21
5336638073239746090,6,3,19,54,6,37
7939131953593628204,59,19,82,1,4,56
3735062644644951598,57,0,0,3,23,138
8130301687323735599,10,4,20,50,0,6
86895211682051637,1,1,4,59,0,2
4695823066967062068,10,1,5,50,0,15
5000549422492857908,7,4,22,53,6,38
8381340098631611957,47,0,9,13,23,129
5458983194362918455,10,5,24,50,0,6
7593548598727685685,54,0,0,6,13,78
6158300217670841913,3,7,41,57,1,22
1003713923115890238,11,19,82,49,4,56
982834609494275648,59,19,83,1,4,55
6078027222447240768,7,6,32,53,6,51
5176055266990995009,11,0,0,49,0,0
1976911253405808196,59,0,0,1,0,0
2906370246630323779,48,0,0,12,11,66
8114765466297873990,55,0,0,5,23,138
2148871559250130511,52,0,3,8,14,79
4563748201926440527,7,5,28,53,6,40
5778837721456391757,2,9,72,58,14,66
5500722144126285389,55,0,0,5,23,138
5593226062635218514,59,19,82,1,4,56
9125998885755172434,59,19,75,1,4,41
3138631859758446167,10,0,20,50,14,55
6874021236378547801,8,19,82,52,4,56
4609527820431472223,6,8,24,54,6,32
5026004132212160099,9,0,0,51,0,0
7318033631342802533,24,18,20,36,5,67
4334721460614182508,58,0,0,2,0,0
2814764431103833726,11,19,81,49,4,57
2289103968749336193,11,6,26,49,6,46
2815407535593469571,7,4,36,53,4,57
4401603917454685829,54,6,28,6,5,36
5914079802077951622,6,0,3,54,13,75
6306907070072501895,13,19,82,47,0,32
7263522267144238726,53,0,3,7,15,87
2495220688672274058,1,20,84,59,3,54
9091598463726892679,53,0,1,7,3,37
421995417777845899,59,0,0,1,14,58
7033766964433237646,50,0,0,10,23,138
8649289803149096594,7,0,0,53,0,0
